dataset_id,region,climatezone,status_250_km,status_500_km,total_adjusted_r_squared_250_km,total_adjusted_r_squared_500_km,human_250_km,human_500_km,climate_250_km,climate_500_km,time_250_km,time_500_km,signed_difference_250_km,signed_difference_500_km,signed_balance_250_km,signed_balance_500_km,zero_balance_250_km,zero_balance_500_km,unique_adjusted_r2_pure_human_250_km,unique_adjusted_r2_pure_human_500_km,unique_adjusted_r2_pure_climate_250_km,unique_adjusted_r2_pure_climate_500_km,unique_adjusted_r2_pure_time_250_km,unique_adjusted_r2_pure_time_500_km,zero_ranking_250_km,zero_ranking_500_km,signed_ranking_250_km,signed_ranking_500_km,total_adjusted_r_squared_delta_500_minus_250,human_delta_500_minus_250,climate_delta_500_minus_250,time_delta_500_minus_250,signed_difference_delta_500_minus_250,signed_balance_delta_500_minus_250,zero_balance_delta_500_minus_250,unique_adjusted_r2_pure_human_delta_500_minus_250,unique_adjusted_r2_pure_climate_delta_500_minus_250,unique_adjusted_r2_pure_time_delta_500_minus_250,profile_250_km_present,profile_500_km_present,estimable_250_km,estimable_500_km,matched_estimable,status_changed,zero_ranking_reversal,signed_ranking_reversal,ranking_reversal,robustness_classification,material_change
19814,North America,Cold_Dry_Summer,estimated,estimated,0.414,0.364,0.0225,-0.0086,0.1855,0.1862,0.2061,0.1862,-0.163,-0.1948,-0.39371980676328505,-0.5351648351648352,-0.7836538461538463,-1,0.01239696904204779,-0.03784111392920353,0.23273606008247327,0.22798142886960315,0.2418123516914099,0.1959375903905758,climate,climate,climate,climate,-0.04999999999999999,-0.0311,7.000000000000062e-4,-0.0199,-0.031799999999999995,-0.1414450284015501,-0.21634615384615374,-0.05023808297125132,-0.00475463121287012,-0.04587476130083412,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
4118,Europe,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.223,0.245,0.0033,0.0068,0.1532,0.1725,0.0661,0.0655,-0.1499,-0.1657,-0.6721973094170404,-0.6763265306122449,-0.9578274760383388,-0.92414947016174,-0.03433043424470894,-0.01224886470722397,0.04990260689663617,0.08720583475503052,-0.01803078427189652,-0.02056180579440714,climate,climate,climate,climate,0.021999999999999992,0.0034999999999999996,0.019299999999999984,-6.000000000000033e-4,-0.01579999999999998,-0.0041292211952045355,0.03367800587659886,0.02208156953748497,0.03730322785839435,-0.0025310215225106195,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
1966,North America,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.496,0.466,0.1508,0.1201,0.1861,0.1644,0.1595,0.1815,-0.0353,-0.04429999999999999,-0.07116935483870968,-0.09506437768240342,-0.10477886613238348,-0.1557117750439367,-0.00519336717731233,-0.03556765221902924,0.07587183765854144,0.08447362790292856,-0.00167762689922867,0.09445234252760226,climate,climate,climate,climate,-0.02999999999999997,-0.03069999999999999,-0.021699999999999997,0.021999999999999992,-0.008999999999999994,-0.023895022843693742,-0.050932908911553235,-0.03037428504171691,0.00860179024438712,0.09612996942683093,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
15191,North America,Temperate_Without_dry_season,estimated,estimated,0.17,0.49,0.0772,0.3208,-0.0183,0.0509,0.1116,0.1179,0.0955,0.2699,0.5617647058823529,0.5508163265306122,1,0.7261232176486414,-0.04574866591875515,0.27340178824882055,-0.08131179231885943,0.04365123967669782,0.04683394029061405,0.04592893589497982,human,human,human,human,0.31999999999999995,0.24359999999999998,0.0692,0.0063,0.17439999999999997,-0.010948379351740756,-0.2738767823513586,0.3191504541675757,0.12496303199555725,-9.050043956342346e-4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
45725,Europe,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.474,0.456,0.0848,0.0736,0.1923,0.1986,0.1969,0.1842,-0.1075,-0.125,-0.22679324894514769,-0.2741228070175438,-0.3879465896788163,-0.4592211609110948,0.03107528578574114,0.01340087232880182,0.07482017565723742,0.13810324840083563,0.05849306660266173,0.08375707947675048,climate,climate,climate,climate,-0.01799999999999996,-0.011200000000000002,0.0063,-0.012699999999999989,-0.0175,-0.04732955807239614,-0.07127457123227848,-0.01767441345693932,0.0632830727435982,0.025264012874088755,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
19834,North America,Cold_Without_dry_season_Hot_Summer,estimated,estimated,0.25,0.259,-0.0492,0.0178,0.123,0.1173,0.1761,0.1236,-0.1722,-0.0995,-0.6888,-0.3841698841698842,-1,-0.7364914877868246,-0.05799947352202306,-0.04931150251666227,0.1568000839921032,0.133424105924967,0.19230279050830512,0.0753131173306597,climate,climate,climate,climate,0.009000000000000008,0.067,-0.005699999999999997,-0.052500000000000005,0.07269999999999999,0.3046301158301158,0.2635085122131754,0.0086879710053607909,-0.023375978067136205,-0.11698967317764541,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
40793,North America,Cold_Without_dry_season_Hot_Summer,estimated,estimated,0.376,0.35,0.0698,0.0458,0.2275,0.2367,0.0783,0.0677,-0.1577,-0.1909,-0.4194148936170213,-0.5454285714285714,-0.5304406323578876,-0.6757522123893805,-0.01042460074929063,-0.03586676509695452,0.12145049240029304,0.1420119819084691,0.00394801399013655,-0.01511794619636952,climate,climate,climate,climate,-0.026000000000000023,-0.024,0.009199999999999986,-0.010599999999999998,-0.03319999999999998,-0.1260136778115501,-0.14531158003149292,-0.025442164347663894,0.020561489508176045,-0.01906596018650607,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
4375,Europe,Temperate_Without_dry_season,estimated,estimated,0.47,0.461,0.0598,0.0637,0.3278,0.3177,0.0827,0.0795,-0.26799999999999996,-0.254,-0.5702127659574467,-0.5509761388286334,-0.6914344685242517,-0.6659674882013634,0.01091716234125095,0.00157565352783084,0.2025106208811964,0.18341162892591456,0.00178826638008111,-0.00363180913701088,climate,climate,climate,climate,-0.008999999999999952,0.0039000000000000076,-0.010099999999999998,-0.0031999999999999945,0.013999999999999957,0.019236627128813355,0.0254669803228883,-0.009341508813420111,-0.019098991955281835,-0.00542007551709199,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
15976,North America,Cold_Without_dry_season_Cold_Summer,estimated,estimated,0.701,0.694,0.0251,0.0343,0.2551,0.3094,0.4204,0.3499,-0.23,-0.2751,-0.3281027104136947,-0.39639769452449575,-0.8208422555317629,-0.8004073319755601,0.0169052213419244,0.00977448487605403,0.25411450818965053,0.36432868929643336,0.4563965324035374,0.3169379511682159,climate,climate,climate,climate,-0.007000000000000006,0.009199999999999996,0.054300000000000015,-0.07050000000000001,-0.0451,-0.06829498411080104,0.0204349235562028,-0.00713073646587037,0.11021418110678283,-0.1394585812353215,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
517,North America,Cold_Dry_Summer,estimated,estimated,0.523,0.565,0.0638,0.1179,0.3823,0.3731,0.0768,0.0744,-0.3185,-0.2552,-0.6089866156787763,-0.4516814159292036,-0.713965478592244,-0.5197556008146639,0.07204621144510437,0.11456403839052676,0.3275876966783473,0.3211119173308806,-0.01522317375658366,-0.00811069119807639,climate,climate,climate,climate,0.041999999999999926,0.05410000000000001,-0.009199999999999986,-0.0023999999999999994,0.06330000000000002,0.15730519974957274,0.19420987777758014,0.04251782694542239,-0.006475779347466681,0.00711248255850727,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
849,North America,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.485,0.511,0.0819,0.0785,0.2831,0.2797,0.1199,0.1524,-0.2012,-0.2012,-0.4148453608247423,-0.3937377690802348,-0.5512328767123288,-0.5616973757677275,-0.02590026854331928,-1.364748354315548e-4,0.13697259124884553,0.0864271854298152,-0.03498917962799675,-0.01365321411884645,climate,climate,climate,climate,0.026000000000000023,-0.0034000000000000002,-0.003400000000000014,0.0325,0,0.021107591744507548,-0.010464499055398702,0.025763793707887724,-0.05054540581903033,0.021335965509150297,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
41310,Europe,Temperate_Without_dry_season,estimated,estimated,0.108,0.136,-0.0281,0.0233,-0.1086,-0.1088,0.2444,0.222,0.0805,0.1321,0.7453703703703703,0.9713235294117646,NA,1,-0.0874523193290937,-0.05859530728948059,-0.1651847176878256,-0.14477700258697743,0.21981778273714037,0.19576562261276487,NA,human,human,human,0.02800000000000001,0.0514,-1.9999999999999185e-4,-0.022400000000000003,0.05159999999999999,0.22595315904139424,NA,0.028857012039613106,0.020407715100848184,-0.0240521601243755,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
41189,Europe,Temperate_Without_dry_season,estimated,estimated,0.249,0.287,0.1012,0.1365,0.0571,0.0617,0.0903,0.0889,0.0441,0.0748,0.17710843373493976,0.2606271777003485,0.27858496525584336,0.3773965691220989,-0.06274655823841102,-0.02438767531341146,-0.04609225282407436,-0.03291007572200888,-0.07831124528048783,-0.07706628280879557,human,human,human,human,0.03799999999999998,0.03530000000000001,0.0046,-0.0013999999999999985,0.030700000000000005,0.08351874396540873,0.09881160386625554,0.03835888292499956,0.013182177102065477,0.001244962471692257,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
1987,North America,Cold_Without_dry_season_Cold_Summer,estimated,estimated,0.623,0.661,0.1013,0.1408,0.2474,0.2577,0.2745,0.2628,-0.1461,-0.11689999999999998,-0.23451043338683789,-0.17685325264750373,-0.4189848006882707,-0.29335006273525716,0.04426247655826632,0.08239032138239455,0.03007768295087676,0.08142342071644015,0.0970261557252019,0.10438360211576649,climate,climate,climate,climate,0.038000000000000034,0.03950000000000001,0.010299999999999976,-0.011700000000000044,0.02920000000000003,0.05765718073933415,0.12563473795301355,0.03812784482412823,0.05134573776556339,0.007357446390564584,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
22662,Europe,Cold_Without_dry_season_Cold_Summer,estimated,estimated,0.342,0.314,0.0021,-0.0497,0.1805,0.1953,0.1589,0.1683,-0.1784,-0.245,-0.5216374269005848,-0.7802547770700636,-0.9769989047097482,-1,-0.04255181554667742,-0.07003991620464978,-0.08291079967995629,-0.07018586941036298,-0.07356225045420539,-0.07158706842784501,climate,climate,climate,climate,-0.028000000000000025,-0.0518,0.014800000000000008,0.009399999999999992,-0.06659999999999999,-0.25861735016947884,-0.02300109529025185,-0.02748810065797236,0.012724930269593315,0.001975182026360378,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
841,North America,Cold_Without_dry_season_Cold_Summer,estimated,estimated,0.418,0.42,0.0013,0.0806,0.1386,0.1194,0.2782,0.2196,-0.1373,-0.0388,-0.32846889952153113,-0.09238095238095238,-0.9814152966404576,-0.194,-0.01482840282756758,-0.01337128996993208,-0.03474526256033006,-0.03325724093537396,0.1243942543965606,0.04694093205298877,climate,climate,climate,climate,0.0020000000000000018,0.07930000000000001,-0.019199999999999995,-0.05860000000000001,0.0985,0.23608794714057874,0.7874152966404575,0.001457112857635499,0.0014880216249560999,-0.07745332234357183,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
17880,North America,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.346,0.38,0.0135,0.0449,0.3101,0.316,0.0219,0.0196,-0.2966,-0.2711,-0.8572254335260115,-0.713421052631579,-0.9165636588380716,-0.7511776115267388,-0.04248265587111854,-0.00750004449144536,0.26324985051539374,0.2783392199022763,-0.02100398256006175,-0.02253251983034998,climate,climate,climate,climate,0.03400000000000003,0.031400000000000004,0.005900000000000016,-0.0023,0.025499999999999967,0.1438043808944326,0.16538604731133277,0.03498261137967318,0.015089369386882545,-0.0015285372702882292,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
24993,Europe,Cold_Without_dry_season_Cold_Summer,insufficient_unique_ages,insufficient_unique_ages,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_estimable_at_either_radius,FALSE
40627,Europe,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.172,0.267,0.0279,0.137,0.0206,0.021,0.1232,0.1086,0.0073,0.116,0.04244186046511629,0.4344569288389513,0.1505154639175258,0.7341772151898734,0.00405607304820654,0.09897253131315864,-0.02799848109854208,-0.05401435821368317,0.08801258681995927,0.03206986639705211,human,human,human,human,0.09500000000000003,0.1091,4.0000000000000105e-4,-0.014600000000000002,0.1087,0.39201506837383504,0.5836617512723477,0.0949164582649521,-0.026015877115141087,-0.05594272042290716,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
15368,North America,Arid,estimated,estimated,0.23,0.253,0.0043,0.0504,0.1493,0.1468,0.0761,0.0561,-0.145,-0.0964,-0.6304347826086956,-0.3810276679841898,-0.9440104166666666,-0.48884381338742394,0.0242982258368134,0.0479522818257232,0.04701699599832976,0.07971949915252896,-0.02964022688899492,-0.03194021295446436,climate,climate,climate,climate,0.022999999999999993,0.0461,-0.0024999999999999745,-0.020000000000000004,0.04859999999999999,0.24940711462450577,0.4551666032792427,0.023654055988909798,0.0327025031541992,-0.002299986065469436,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
3972,Europe,Temperate_Without_dry_season,estimated,estimated,0.371,0.337,0.108,0.0133,0.1245,0.1143,0.1388,0.2091,-0.0165,-0.101,-0.04447439353099731,-0.2997032640949555,-0.07096774193548389,-0.7915360501567399,0.0313585159426023,-0.00327088272528131,0.02952798730136707,0.06411947753790881,8.315548027668651e-4,0.19651089197696237,climate,climate,climate,climate,-0.033999999999999975,-0.0947,-0.0102,0.0703,-0.0845,-0.2552288705639582,-0.720568308221256,-0.03462939866788361,0.03459149023654174,0.1956793371741955,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
45393,Europe,Cold_Without_dry_season_Warm_Summer,missing_predictor_group,estimated,NA,0.388,NA,-0.0463,NA,0.4427,NA,-0.0088,NA,-0.489,NA,-1.2603092783505154,NA,-1,NA,-0.08571125305750238,NA,0.3806434273278604,NA,-0.07275478366072763,NA,climate,NA,climate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,gained_estimability,TRUE
42542,Europe,Cold_Without_dry_season_Cold_Summer,estimated,estimated,0.44,0.425,-0.0094,0.0253,0.2002,0.1749,0.2489,0.2251,-0.2096,-0.1496,-0.4763636363636363,-0.35200000000000004,-1,-0.7472527472527474,-0.0153983920582319,-0.02978350841702781,0.08100364444988295,0.01033706890249031,0.15664666147073092,0.08893298014862572,climate,climate,climate,climate,-0.015000000000000013,0.0347,-0.02529999999999999,-0.023800000000000016,0.06,0.12436363636363629,0.2527472527472526,-0.014385116358795908,-0.07066657554739264,-0.0677136813221052,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
45312,Europe,Polar,estimated,estimated,0.622,0.55,0.0865,0.0017,0.3272,0.3675,0.2081,0.1812,-0.2407,-0.3658,-0.3869774919614148,-0.6650909090909091,-0.5818225767464347,-0.9907908992416036,0.05345077347100313,-0.01801729079665592,0.06749285601851684,0.2082990556841613,0.00829433783840039,0.01462571490936981,climate,climate,climate,climate,-0.07199999999999995,-0.0848,0.0403,-0.026900000000000007,-0.12510000000000002,-0.2781134171294943,-0.4089683224951689,-0.07146806426765906,0.14080619966564445,0.0063313770709694205,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
21790,Europe,Cold_Without_dry_season_Cold_Summer,estimated,estimated,0.584,0.586,0.2294,0.2534,0.0879,0.08,0.2662,0.2523,0.1415,0.1734,0.2422945205479452,0.2959044368600683,0.44595020485345094,0.5200959808038392,0.09898763646507158,0.10113486244388337,-0.02576169285718965,-0.02115237451069707,0.06385084960265541,0.0562076210842084,human,human,human,human,0.0020000000000000018,0.02400000000000002,-0.007900000000000004,-0.013899999999999968,0.03190000000000001,0.053609916312123085,0.07414577595038829,0.0021472259788117842,0.004609318346492579,-0.0076432285184470095,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
45642,Europe,Cold_Without_dry_season_Cold_Summer,estimated,estimated,0.479,0.434,-0.002,-0.0046,0.3293,0.2905,0.1518,0.1476,-0.3313,-0.2951,-0.6916492693110647,-0.6799539170506912,-1,-1,0.00824484258482594,-0.03724482766781778,0.16273918472040527,0.11425334074943903,-0.03788748329318847,-0.01729147455268664,climate,climate,climate,climate,-0.044999999999999984,-0.0026,-0.0388,-0.0041999999999999815,0.03620000000000001,0.011695352260373548,0,-0.04548967025264372,-0.04848584397096624,0.020596008740501832,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
40949,Europe,Cold_Without_dry_season_Warm_Summer,estimated,estimated,-0.006,0.048,-0.0303,0.0108,-0.0754,-0.0764,0.0993,0.1141,0.04509999999999999,0.0872,-7.516666666666666,1.8166666666666669,NA,1,-0.04551778865445222,0.00943655730346892,-0.1951149055685374,-0.1742360098860649,-0.00383472466501211,0.04866049806453887,NA,human,human,human,0.054,0.0411,-0.0010000000000000009,0.014799999999999994,0.04210000000000001,9.333333333333332,NA,0.05495434595792114,0.020878895682472476,0.05249522272955098,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
41634,Europe,Temperate_Without_dry_season,insufficient_residual_df,insufficient_residual_df,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_estimable_at_either_radius,FALSE
1153,North America,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.642,0.644,0.0812,0.1203,0.2518,0.2167,0.3091,0.3068,-0.17060000000000003,-0.0964,-0.26573208722741437,-0.1496894409937888,-0.5123123123123123,-0.286053412462908,-0.00638920583817004,-0.00456625284926559,0.04207204835625799,0.02562364089629953,0.08387009720820249,0.13317959005282054,climate,climate,climate,climate,0.0020000000000000018,0.03910000000000001,-0.03510000000000002,-0.0022999999999999687,0.07420000000000003,0.11604264623362556,0.22625889984940434,0.0018229529889044497,-0.01644840745995846,0.04930949284461805,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
22400,North America,Cold_Without_dry_season_Cold_Summer,estimated,estimated,0.054,0.219,0.0299,0.1302,-0.0049,0.0527,0.0287,0.0358,0.0348,0.07750000000000001,0.6444444444444444,0.35388127853881285,1,0.42372881355932207,-0.01197098016629139,0.15306845701002214,-0.07946593087707987,0.04601239676209578,-0.04291447943758209,-0.01846603714650185,human,human,human,human,0.165,0.10030000000000001,0.0576,0.007099999999999999,0.042700000000000016,-0.2905631659056315,-0.576271186440678,0.16503943717631353,0.12547832763917566,0.024448442291080237,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
22346,Europe,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.155,0.193,-0.0276,-0.0156,0.1088,0.1232,0.0734,0.0857,-0.1364,-0.1388,-0.88,-0.7191709844559586,-1,-1,-0.05763177952639553,-0.01893965479542048,-0.02007240218823969,0.03459914797133745,-0.01450373967068807,0.03594548993689128,climate,climate,climate,climate,0.038000000000000006,0.012,0.01440000000000001,0.012299999999999991,-0.0024000000000000132,0.1608290155440414,0,0.03869212473097505,0.05467155015957714,0.050449229607579346,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
4410,Europe,Temperate_Without_dry_season,estimated,estimated,0.39,0.294,0.1385,-0.0094,0.0912,0.0603,0.1608,0.2431,0.04730000000000001,-0.0697,0.1212820512820513,-0.2370748299319728,0.20592076621680455,-1,0.10151582488475984,0.00502550615138863,0.0757785342712477,0.08557100166296794,0.06050345596552697,0.2964707545665758,human,climate,human,climate,-0.09600000000000003,-0.1479,-0.030900000000000004,0.08230000000000001,-0.117,-0.3583568812140241,-1.2059207662168046,-0.09649031873337122,0.009792467391720239,0.23596729860104881,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,ranking_reversal,TRUE
48986,Europe,Temperate_Without_dry_season,estimated,estimated,0.388,0.298,0.1562,-0.0108,0.0817,0.0609,0.1506,0.2484,0.07450000000000001,-0.0717,0.19201030927835053,-0.2406040268456376,0.31315678856662466,-1,0.09745883110041542,0.00742813081082494,0.06567087356759038,0.10620726243320332,0.04862460769708188,0.3264740305122277,human,climate,human,climate,-0.09000000000000002,-0.167,-0.020799999999999992,0.0978,-0.1462,-0.43261433612398814,-1.3131567885666247,-0.09003070028959048,0.040536388865612935,0.2778494228151458,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,ranking_reversal,TRUE
41612,North America,Polar,missing_predictor_group,estimated,NA,0.393,NA,-0.0055,NA,0.0593,NA,0.3393,NA,-0.0648,NA,-0.16488549618320608,NA,-1,NA,-0.02266696565721937,NA,0.01929535516284564,NA,0.3274797915450668,NA,climate,NA,climate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,gained_estimability,TRUE
47687,North America,Arid,estimated,estimated,0.414,0.206,0.186,0.051,0.0866,0.0422,0.1411,0.1133,0.0994,0.00879999999999999,0.2400966183574879,0.04271844660194172,0.3646368305209097,0.09442060085836904,0.36458151830570695,0.15736766952888848,0.1938747522628954,0.07489949036491694,0.1849180604619368,0.0991588320162622,human,human,human,human,-0.208,-0.135,-0.044399999999999995,-0.027800000000000005,-0.09060000000000001,-0.1973781717555462,-0.27021622966254066,-0.20721384877681848,-0.11897526189797847,-0.08575922844567459,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
22669,Europe,Temperate_Without_dry_season,estimated,estimated,0.35,0.34,0.0077,-7e-4,0.1954,0.1907,0.1474,0.1501,-0.1877,-0.1914,-0.5362857142857143,-0.5629411764705883,-0.9241752831117674,-1,-0.05730150567004566,-0.06772008892570502,0.06337728944283993,0.0657399645705048,0.00466574931954999,0.02192827176362743,climate,climate,climate,climate,-0.009999999999999953,-0.0084,-0.004699999999999982,0.002700000000000008,-0.003699999999999981,-0.026655462184874024,-0.07582471688823256,-0.010418583255659364,0.0023626751276648594,0.01726252244407744,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
4258,Europe,Cold_Without_dry_season_Cold_Summer,insufficient_residual_df,insufficient_residual_df,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_estimable_at_either_radius,FALSE
16009,North America,Temperate_Without_dry_season,estimated,estimated,0.28,0.299,0.1102,0.1621,-0.0273,-0.0145,0.1974,0.1517,0.1375,0.1766,0.49107142857142855,0.5906354515050167,1,1,-0.00450380494310587,0.01452330346852737,-0.13648825369433737,-0.07144269284360838,0.04024174358746113,-0.0117040877991964,human,human,human,human,0.01899999999999996,0.05189999999999999,0.0128,-0.04569999999999999,0.039099999999999996,0.09956402293358818,0,0.01902710841163324,0.06504556085072899,-0.05194583138665753,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
48358,Europe,Polar,estimated,estimated,0.553,0.479,0.0498,-2e-4,0.2203,0.208,0.2831,0.2713,-0.17049999999999998,-0.2082,-0.3083182640144665,-0.43465553235908144,-0.6312476860422065,-1,0.04547264148267971,-0.02864592553569289,-0.00555479673151704,-0.02808790182024712,0.09038167241830251,0.06889650716388929,climate,climate,climate,climate,-0.07400000000000007,-0.049999999999999996,-0.012300000000000005,-0.011800000000000033,-0.03770000000000001,-0.12633726834461495,-0.3687523139577935,-0.0741185670183726,-0.022533105088730077,-0.021485165254413227,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
1028,North America,Polar,estimated,estimated,0.665,0.655,0.0217,0.0414,0.4083,0.4087,0.2346,0.2045,-0.3866,-0.3673,-0.5813533834586466,-0.5607633587786259,-0.8990697674418605,-0.8160408798044879,-0.0208505520791824,-0.03086834552563089,0.3587454916952183,0.36024975148931404,0.17488738321633313,0.11539098218117184,climate,climate,climate,climate,-0.010000000000000009,0.0197,4.0000000000001146e-4,-0.030100000000000016,0.019299999999999984,0.02059002468002069,0.0830288876373726,-0.01001779344644849,0.0015042597940957414,-0.05949640103516128,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
1715,North America,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.401,0.42,0.044,0.079,0.2256,0.242,0.1317,0.0993,-0.1816,-0.16299999999999998,-0.4528678304239401,-0.3880952380952381,-0.6735905044510385,-0.5077881619937694,-0.05076454337420677,-0.03178917980618767,0.04000416997493361,0.1373584624286538,-0.02650788582220653,-0.02675082877380785,climate,climate,climate,climate,0.01899999999999996,0.035,0.016399999999999998,-0.03240000000000001,0.018600000000000033,0.06477259232870197,0.1658023424572691,0.0189753635680191,0.09735429245372018,-2.4294295160131804e-4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
258,North America,Cold_Without_dry_season_Cold_Summer,missing_predictor_group,estimated,NA,0.678,NA,0.0259,NA,0.4207,NA,0.231,NA,-0.3948,NA,-0.5823008849557523,NA,-0.884012539184953,NA,-0.00739013138469291,NA,0.2530904454914188,NA,0.04985822371579818,NA,climate,NA,climate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,gained_estimability,TRUE
